agent-json	2026-09-14T03:04:13Z	0	200	https://aidailybrief.ai/agent.json
sep13-json	2026-09-14T03:04:14Z	0	200	https://aidailybrief.ai/e/2026-09-13.json
sep13-transcript	2026-09-14T03:04:14Z	0	200	https://aidailybrief.ai/e/2026-09-13/transcript.md
sep12-json	2026-09-14T03:04:14Z	0	404	https://aidailybrief.ai/e/2026-09-12.json
sep12-transcript	2026-09-14T03:04:14Z	0	404	https://aidailybrief.ai/e/2026-09-12/transcript.md
sep14-json	2026-09-14T03:04:14Z	0	404	https://aidailybrief.ai/e/2026-09-14.json
sep14-transcript	2026-09-14T03:04:15Z	0	404	https://aidailybrief.ai/e/2026-09-14/transcript.md
beehiiv-index	2026-09-14T03:04:16Z	0	403	https://aidailybrief.beehiiv.com/
apple-index	2026-09-14T03:04:16Z	0	200	https://podcasts.apple.com/us/podcast/the-ai-daily-brief-artificial-intelligence-news/id1680633614
mollick-feed	2026-09-14T03:04:17Z	0	200	https://www.oneusefulthing.org/feed
allie-resources	2026-09-14T03:04:17Z	0	200	https://www.alliekmiller.com/resources
